break,pair,guessed,kick,snare,hat,ghost_snare,rms,peak,sub_r,low_r,mid_r,high_r,air_r,zcr,tail_ratio
Playboy_Break_-_6B,3,snare,1.002791,1.414623,-0.039931,0.564238,0.181665,0.897583,0.026124,0.042522,0.03776,0.072997,0.023148,0.110887,1.207876
Playboy_Break_-_6B,4,snare,0.295141,1.546425,1.326071,0.764466,0.222423,0.521957,0.028267,0.015641,0.234518,0.362228,0.033475,0.111471,0.0
Playboy_Break_-_6B,5,hat,-0.502808,2.133682,2.407234,1.353287,0.190806,0.755783,0.000925,0.006474,0.138024,0.680196,0.115559,0.259829,1.085302
Playboy_Break_-_6B,6,snare,1.087254,1.455868,0.761586,0.761143,0.168228,0.765549,0.19923,0.212179,0.005937,0.432353,0.12736,0.271673,2.438859
Playboy_Break_-_6B,7,hat,-0.341215,1.911774,2.316724,1.15818,0.123377,0.522125,0.001073,0.01012,0.189116,0.614824,0.078605,0.236643,0.332267
Playboy_Break_-_6B,8,hat,-0.482516,1.829689,2.733614,1.128045,0.208751,0.479599,0.00148,0.006101,0.147427,0.68264,0.095775,0.267414,0.0
Playboy_Break_-_6B,9,kick,2.858804,-0.017208,-0.729737,-0.520993,0.209881,0.762634,0.068373,0.791766,0.008024,0.053866,0.01402,0.092238,0.821439
Playboy_Break_-_6B,10,hat,-0.445134,2.143217,2.270248,1.352575,0.206931,0.939804,0.00101,0.00743,0.15725,0.66439,0.093319,0.250504,1.086845
Playboy_Break_-_6B,11,kick,2.97895,-0.229935,-0.676029,-0.686639,0.170824,0.784592,0.263605,0.55388,0.009234,0.043997,0.014933,0.081653,0.325371
Playboy_Break_-_6B,12,snare,0.22219,1.701374,1.349487,0.884971,0.232031,0.54155,0.001457,0.029717,0.311378,0.335147,0.036119,0.166559,0.0
Playboy_Break_-_6B,13,hat,-0.50992,2.142492,2.423918,1.363297,0.190199,0.766113,0.001037,0.00697,0.134302,0.683618,0.116804,0.268649,1.106224
Playboy_Break_-_6B,14,snare,1.001429,1.220043,0.190927,0.419186,0.142305,0.490692,0.026433,0.042901,0.037482,0.075882,0.022091,0.110383,0.558568
Playboy_Break_-_6B,15,kick,2.458699,0.174264,-0.432733,-0.377012,0.208763,0.871323,0.053341,0.652818,0.055456,0.068087,0.01263,0.073841,0.437556
Playboy_Break_-_6B,16,snare,-0.294472,2.082618,2.003106,1.27443,0.189984,0.756027,0.002053,0.011384,0.202676,0.594015,0.074862,0.218246,0.946146
Playboy_Break_-_6B,17,snare,1.041553,1.408859,0.89108,0.728114,0.152631,0.766479,0.195125,0.205899,0.005594,0.437639,0.132978,0.273185,2.20873
Playboy_Break_-_6B,18,snare,-0.147526,2.260942,1.564055,1.395013,0.112623,0.542007,0.002547,0.032754,0.215698,0.538593,0.066181,0.243196,1.664847
Playboy_Break_-_6B,19,hat,-0.72346,2.304284,2.700788,1.489241,0.144917,0.65126,0.001844,0.005385,0.007904,0.663456,0.311038,0.315272,2.226217
Playboy_Break_-_6B,20,snare,0.196757,1.667005,1.433657,0.865862,0.221331,0.520798,0.019275,0.023337,0.302192,0.378268,0.040131,0.132858,0.0
Playboy_Break_-_6B,21,hat,-0.511109,2.163095,2.396748,1.376684,0.202999,0.93602,0.000857,0.006628,0.134768,0.680056,0.121164,0.265373,1.187963
Possible_Worlds_Break_-_5A,0,kick,4.193993,-1.060772,-1.392666,-1.331671,0.159261,0.612167,0.984064,0.008481,0.00096,0.004095,0.000471,0.049899,0.097127
Possible_Worlds_Break_-_5A,1,snare,-0.247527,1.792838,1.522195,1.464993,0.016159,0.055649,0.023555,0.042884,0.135011,0.451838,0.083958,0.204385,0.958919
Possible_Worlds_Break_-_5A,2,hat,-0.293233,1.840732,2.192142,1.098433,0.252141,0.957642,0.001115,0.004913,0.218566,0.654745,0.000914,0.154893,0.0
Possible_Worlds_Break_-_5A,3,hat,-0.453657,1.924984,2.437893,1.190157,0.290923,0.957642,0.000873,0.000397,0.232803,0.732108,0.001018,0.160726,0.0
Possible_Worlds_Break_-_5A,4,hat,-0.319025,2.018139,2.079405,1.217026,0.243649,0.863785,0.000189,0.000561,0.370058,0.611109,0.00087,0.158134,0.0
Possible_Worlds_Break_-_5A,5,hat,-0.359672,2.04599,2.129782,1.249385,0.111697,0.706604,0.000418,0.001067,0.343356,0.642348,0.001896,0.160282,0.135414
Possible_Worlds_Break_-_5A,6,snare,-0.125089,2.976462,0.189038,2.163346,0.048406,0.261047,0.046503,0.002133,0.331134,0.442737,0.031302,0.169103,4.085616
Possible_Worlds_Break_-_5A,7,snare,0.081754,3.101407,-0.233098,2.048555,0.068651,0.35054,0.001616,0.006565,0.755845,0.188191,0.008429,0.136845,3.020666
Possible_Worlds_Break_-_5A,8,snare,-0.001012,2.282635,0.461177,1.64315,0.026684,0.143417,0.000866,0.007507,0.705344,0.134824,0.023494,0.122984,0.674146
Possible_Worlds_Break_-_5A,9,snare,0.643517,1.709773,0.118837,0.866228,0.079675,0.617828,0.001049,0.001861,0.46907,0.009705,0.000691,0.074849,0.153465
Possible_Worlds_Break_-_5A,10,snare,0.336929,5.780532,-3.643296,3.955063,0.092316,0.548691,0.042572,0.001025,0.454332,0.255287,0.0245,0.152218,13.338138
Possible_Worlds_Break_-_5A,11,kick,4.21603,-1.103234,-1.437149,-1.374245,0.229781,0.826614,0.981374,0.013711,0.000495,0.000266,3.1e-05,0.012349,0.061677
Possible_Worlds_Break_-_5A,12,snare,0.431724,1.517839,0.635335,1.205215,0.010244,0.046539,0.120175,0.071756,0.304819,0.25455,0.046758,0.136341,0.748538
Possible_Worlds_Break_-_5A,13,snare,1.041778,1.081384,0.051922,0.275329,0.106406,0.588608,0.003219,0.007626,0.024124,0.002489,0.000152,0.053679,0.098231
Possible_Worlds_Break_-_5A,14,kick,4.060847,-1.010985,-1.338622,-1.304371,0.225584,0.768311,0.833766,0.158024,0.000178,7.1e-05,7e-06,0.015373,0.051698
Possible_Worlds_Break_-_5A,15,snare,0.961088,1.684055,-0.058302,1.01967,0.059323,0.420868,0.141567,0.110133,0.440665,0.152275,0.016966,0.118448,1.331015
Possible_Worlds_Break_-_5A,16,snare,0.562641,2.124927,0.079044,1.05774,0.110461,0.606186,0.001769,0.003369,0.800484,0.002324,5.1e-05,0.052923,0.182192
Possible_Worlds_Break_-_5A,17,snare,0.8733,1.331226,-0.089526,0.582848,0.080104,0.766068,0.000209,0.003122,0.021987,0.032909,0.003812,0.053931,0.82572
Possible_Worlds_Break_-_5A,18,kick,2.98165,-0.008926,-0.960378,-0.540228,0.411901,0.999939,0.355241,0.418868,0.136769,0.015005,0.002565,0.044859,0.615895
Possible_Worlds_Break_-_5A,19,kick,1.372688,0.719459,1.0578,0.187532,0.163169,0.623459,0.395449,0.008037,0.120296,0.447954,0.020344,0.164614,0.0
Possible_Worlds_Break_-_5A,20,hat,0.209227,1.307821,2.267021,0.729959,0.124219,0.493195,0.173454,0.009291,0.04593,0.700272,0.039638,0.215993,0.0
Pressin_Break_-_8A,0,snare,-0.027204,1.985175,1.622172,1.09163,0.101236,0.853683,0.003934,0.014361,0.483153,0.290074,0.154934,0.204889,0.215197
Pressin_Break_-_8A,1,hat,-0.428088,1.880565,2.492748,1.122728,0.112468,0.830383,0.000835,0.003145,0.261229,0.607786,0.110894,0.198315,0.0
Pressin_Break_-_8A,2,hat,-0.348347,1.712599,2.669538,0.987986,0.153012,0.916458,0.037012,0.00859,0.155939,0.541139,0.24444,0.256552,0.270166
Pressin_Break_-_8A,3,snare,0.365931,1.400526,1.159769,1.03756,0.032417,0.308548,0.111966,0.088699,0.274478,0.357349,0.048123,0.161542,0.219698
Pressin_Break_-_8A,4,snare,0.002675,2.152511,1.3448,1.2027,0.127221,0.94017,0.000275,0.001773,0.624229,0.264863,0.091298,0.18246,0.149739
Pressin_Break_-_8A,5,kick,2.394385,0.220506,-0.332315,-0.331824,0.11533,0.849762,0.046175,0.66372,0.083937,0.094324,0.012297,0.079133,0.399518
Pressin_Break_-_8A,6,kick,3.395507,-0.379209,-0.915591,-0.780303,0.100876,0.64064,0.75576,0.083291,0.015646,0.083299,0.041811,0.099798,0.775126
Pressin_Break_-_8A,7,kick,2.329647,0.184701,-0.203082,-0.29248,0.089332,0.677811,0.045705,0.674023,0.076596,0.096559,0.031164,0.106099,0.303143
Pressin_Break_-_8A,8,kick,2.952748,-0.426823,-0.294075,-0.68746,0.080215,0.345749,0.718653,0.041323,0.018792,0.138245,0.0676,0.101815,0.0
Pressin_Break_-_8A,9,hat,-0.437176,1.524266,2.495628,1.066524,0.052174,0.270706,0.005029,0.024974,0.113884,0.446187,0.254116,0.216463,0.0
Pressin_Break_-_8A,10,snare,0.227031,2.007128,0.969945,1.0703,0.363101,0.999939,0.003218,0.000551,0.585022,0.23308,0.014919,0.133506,0.0
Pressin_Break_-_8A,11,snare,-0.069018,2.010641,1.646488,1.162051,0.154825,0.906082,0.013747,0.002931,0.409634,0.449847,0.036253,0.186492,0.240724
Pressin_Break_-_8A,12,snare,0.885732,1.265188,0.453205,0.784194,0.046442,0.273376,0.203404,0.017042,0.40375,0.169829,0.016342,0.125168,0.0
Pressin_Break_-_8A,13,snare,0.072557,2.117264,1.224986,1.153077,0.205014,0.972809,0.000334,0.001881,0.670808,0.212948,0.092589,0.162389,0.0
Pressin_Break_-_8A,14,kick,3.075574,-0.396547,-0.722546,-0.644332,0.070678,0.497116,0.368519,0.516378,0.015971,0.049251,0.018782,0.098286,0.249781
Pressin_Break_-_8A,15,kick,2.539899,-0.028269,-0.127659,-0.500221,0.159014,0.948288,0.208856,0.53281,0.045571,0.124859,0.041124,0.109123,0.099223
Pressin_Break_-_8A,16,snare,0.757892,1.460535,0.377289,0.643923,0.092947,0.628235,0.024582,0.02205,0.273793,0.097211,0.010899,0.102823,0.177478
Pressin_Break_-_8A,17,snare,0.864844,1.810174,-0.156473,0.864018,0.141879,0.894012,0.017669,0.055883,0.259014,0.092883,0.008369,0.095514,1.558139
Pressin_Break_-_8A,18,kick,3.019474,-0.369151,-0.692832,-0.597472,0.066568,0.504944,0.373481,0.497026,0.021718,0.057505,0.013546,0.101562,0.222253
Pressin_Break_-_8A,19,snare,0.425253,2.250395,0.29151,1.178726,0.173625,0.902069,0.011883,0.006136,0.872315,0.073737,0.001257,0.060484,0.192263
Prog_Amen_-_8A,0,kick,2.800725,-0.011937,-0.564271,-0.494382,0.197155,0.912201,0.23852,0.564439,0.011882,0.107082,0.013698,0.108367,0.705183
Prog_Amen_-_8A,1,snare,0.374036,1.836657,1.15908,1.000502,0.147763,0.950104,0.074236,0.044455,0.432491,0.366142,0.024338,0.179435,0.415598
Prog_Amen_-_8A,2,kick,2.975483,-0.047755,-0.728145,-0.517953,0.238997,0.891495,0.427502,0.372664,0.00631,0.106589,0.018793,0.122228,0.944824
Prog_Amen_-_8A,3,snare,0.412525,1.836675,1.056591,0.986741,0.151489,0.824448,0.06456,0.054853,0.44921,0.337049,0.02438,0.165071,0.429006
Prog_Amen_-_8A,4,kick,2.694095,0.064905,-0.522609,-0.439467,0.195219,0.940369,0.144982,0.643877,0.012091,0.094102,0.015647,0.115675,0.714699
Prog_Amen_-_8A,5,snare,0.368025,1.840635,1.165543,1.004258,0.147834,0.88446,0.074114,0.043586,0.43267,0.368172,0.024257,0.179688,0.417347
Prog_Amen_-_8A,6,hat,-0.61787,2.253761,2.560645,1.502679,0.162698,0.874268,0.021516,0.002839,0.036699,0.835495,0.083209,0.279738,1.628435
Prog_Amen_-_8A,7,snare,0.410032,1.827615,1.069376,0.980375,0.150847,0.761963,0.065621,0.054811,0.445165,0.340792,0.025969,0.161542,0.424012
Prog_Amen_-_8A,8,kick,2.684431,0.070238,-0.519135,-0.435623,0.192371,0.859756,0.141031,0.645834,0.013191,0.095818,0.0147,0.112651,0.712086
Prog_Amen_-_8A,9,snare,0.336569,1.82102,1.2648,1.001146,0.145373,0.893494,0.078718,0.041526,0.406269,0.396631,0.026947,0.18624,0.408367
Prog_Amen_-_8A,10,hat,-0.613884,2.250976,2.561579,1.501317,0.157463,0.887268,0.022421,0.002714,0.036982,0.835591,0.081622,0.28251,1.61628
Prog_Amen_-_8A,11,snare,0.391555,1.834675,1.10364,0.990766,0.144558,0.819244,0.066192,0.052737,0.440508,0.351575,0.024431,0.166835,0.422822
Prog_Amen_-_8A,12,kick,2.679762,0.080019,-0.508758,-0.42558,0.185526,0.827118,0.14638,0.639411,0.012957,0.098333,0.015374,0.11996,0.72827
Prog_Amen_-_8A,13,snare,0.371757,1.887485,1.105315,1.040636,0.156481,0.875931,0.076088,0.044071,0.426534,0.372975,0.023768,0.177923,0.609426
Prog_Amen_-_8A,14,hat,-0.6469,2.381616,2.474657,1.609497,0.18644,0.768539,0.018129,0.003282,0.032408,0.861136,0.066486,0.28755,1.964807
Prog_Amen_-_8A,15,snare,0.446005,1.840384,1.012481,0.994793,0.162156,0.969711,0.089908,0.042525,0.429849,0.357325,0.023021,0.157762,0.612297
Prog_Break,0,kick,2.949704,-0.330272,-0.366729,-0.73264,0.246466,0.732895,0.290913,0.56126,0.012386,0.107663,0.019941,0.109527,0.0
Prog_Break,1,hat,0.178188,1.509964,2.20175,0.874975,0.15883,0.742569,0.167824,0.033346,0.007137,0.632488,0.158807,0.284526,0.983682
Prog_Break,2,hat,-0.604215,2.015675,2.777372,1.309619,0.093418,0.833267,0.002014,0.001534,0.181414,0.664557,0.146552,0.31628,0.406471
Prog_Break,3,hat,-0.762395,2.232746,2.867242,1.484186,0.102397,0.613022,0.003176,0.000757,0.021202,0.806092,0.167214,0.30998,1.523389
Prog_Break,4,hat,-0.651505,1.955835,2.702174,1.376601,0.070866,0.957504,0.002545,0.002077,0.217526,0.653878,0.119291,0.28251,0.14722
Prog_Break,5,kick,3.297071,-0.351254,-0.816799,-0.753661,0.126475,0.652054,0.562262,0.311515,0.007382,0.092674,0.020903,0.109375,0.641874
Prog_Break,6,hat,-0.645207,1.946136,2.6858,1.371896,0.069683,0.92601,0.00258,0.002611,0.223947,0.645883,0.120271,0.277974,0.119798
Prog_Break,7,hat,-0.77033,2.265541,2.807482,1.524016,0.09469,0.624313,0.004798,0.001558,0.020707,0.761307,0.210876,0.316784,1.761063
Prog_Break,8,hat,-0.65735,1.936036,2.710192,1.369302,0.068824,0.914825,0.002377,0.002281,0.21802,0.647509,0.125214,0.276714,0.110278
Prog_Break,9,kick,3.336383,-0.384956,-0.859725,-0.784493,0.124874,0.620758,0.578599,0.29991,0.007157,0.088321,0.021057,0.093246,0.635504
Prog_Break,10,hat,-0.655799,1.938298,2.712114,1.369305,0.069255,0.891129,0.00239,0.002102,0.219092,0.647465,0.124363,0.279486,0.105545
Prog_Break,11,hat,-0.773745,2.276092,2.815364,1.53583,0.094233,0.614792,0.005295,0.001457,0.02065,0.756458,0.215744,0.329133,1.784457
Prog_Break,12,hat,-0.651198,1.937902,2.701008,1.369285,0.068985,0.871979,0.002718,0.002291,0.221771,0.644735,0.123898,0.278478,0.104429
Prog_Break,13,kick,3.316027,-0.370274,-0.843948,-0.772587,0.124417,0.625336,0.55679,0.322317,0.007058,0.087455,0.021083,0.098034,0.635198
Prog_Break,14,hat,-0.656363,1.940298,2.715072,1.372633,0.069037,0.882019,0.002214,0.002486,0.219866,0.646193,0.124615,0.28377,0.102681
Prog_Break,15,hat,-0.773465,2.275093,2.820816,1.536065,0.094103,0.59996,0.005714,0.001665,0.019531,0.754516,0.218221,0.332913,1.787008
Prog_Break,16,hat,-0.655431,1.938323,2.700817,1.37478,0.068057,0.91098,0.002592,0.002309,0.222211,0.644774,0.123453,0.27873,0.10222
Promenade_Break,0,snare,-0.002528,2.087767,1.373549,1.182351,0.101025,0.852417,0.000624,0.001256,0.481891,0.35446,0.049479,0.169859,0.349983
Promenade_Break,1,kick,1.582658,0.791434,-0.030734,0.305121,0.063822,0.478989,0.046253,0.413475,0.21697,0.096491,0.014859,0.115171,0.345891
Promenade_Break,2,snare,0.322063,2.185619,0.604459,1.161946,0.210981,0.840454,0.000232,0.001825,0.784208,0.117997,0.007536,0.125729,0.0
Promenade_Break,3,snare,0.022249,2.07107,1.336767,1.16398,0.110932,0.840454,0.00057,0.001089,0.485187,0.339911,0.049356,0.166835,0.319743
Promenade_Break,4,snare,0.534619,1.77182,0.661077,0.865543,0.172886,0.730743,9.1e-05,0.050043,0.500041,0.148585,0.010426,0.138691,0.0
Promenade_Break,5,hat,-0.335015,1.884649,2.311853,1.145884,0.091516,0.730743,0.001297,0.009179,0.234296,0.476782,0.181102,0.275454,0.325605
Promenade_Break,6,hat,-0.520588,1.987402,2.120726,1.497424,0.040258,0.127853,0.00038,0.007616,0.390207,0.467211,0.104308,0.259073,0.0
Promenade_Break,7,snare,0.120141,1.979995,1.263427,1.075874,0.13297,0.848251,0.000233,0.00199,0.51771,0.27362,0.048568,0.180444,0.0
Promenade_Break,8,snare,0.105838,2.126061,1.082728,1.185164,0.099082,0.477753,0.000984,0.003379,0.558884,0.285454,0.036671,0.142641,0.375663
Promenade_Break,9,snare,0.20798,1.807936,0.82763,1.176874,0.053699,0.359741,0.004393,0.054495,0.414,0.253345,0.018797,0.110383,0.372859
Promenade_Break,10,kick,2.317726,0.069687,-0.466181,-0.280317,0.063821,0.337967,0.051753,0.612441,0.063714,0.014145,0.001612,0.053931,0.0
Promenade_Break,11,snare,0.241926,2.046828,0.914099,1.091222,0.133535,0.778732,0.000249,0.00355,0.627265,0.201286,0.022015,0.142604,0.0
Promenade_Break,12,snare,-0.069438,2.494334,0.470494,1.773757,0.038609,0.233459,0.001694,0.004247,0.639775,0.231125,0.010436,0.137853,1.387109
Promenade_Break,13,snare,0.885661,1.758106,-0.787208,1.298621,0.007905,0.05899,0.001165,0.20867,0.270575,0.014449,0.001378,0.073841,2.23568
Promenade_Break,14,snare,-0.153856,2.332212,0.479307,1.81789,0.004424,0.020996,0.006299,0.007986,0.669265,0.200726,0.013282,0.09123,0.952366
Promenade_Break,15,snare,0.310692,1.72591,0.200039,1.320215,0.003232,0.014389,0.020635,0.072779,0.46076,0.108618,0.032111,0.022177,0.65785
Promenade_Break,16,snare,0.104002,2.057524,0.230627,1.570146,0.003001,0.02002,0.002339,0.024533,0.671889,0.074987,0.007585,0.069052,0.424785
Promenade_Break,17,snare,0.922307,1.295657,-0.203412,0.998931,0.001324,0.007889,0.005766,0.263484,0.325484,0.021074,0.010021,0.108367,0.680736
Promenade_Break,18,snare,0.068328,2.224837,0.251164,1.71691,0.00105,0.008011,0.008058,0.011703,0.770167,0.030779,0.011555,0.173135,0.393598
Promenade_Break,19,snare,0.299168,1.70438,0.727743,1.382734,0.000518,0.003372,0.098049,0.063609,0.441662,0.121692,0.121981,0.258821,0.638522
Quest_Break,0,kick,3.009436,-0.369907,-0.618988,-0.804916,0.239939,0.616699,0.025911,0.890709,0.009733,0.030454,0.005098,0.047421,0.0
Quest_Break,1,kick,3.66296,-0.789637,-1.064972,-1.135931,0.104655,0.43277,0.498495,0.474584,0.002269,0.008091,0.003891,0.013861,0.0
Quest_Break,2,hat,-0.714542,1.758423,3.281539,1.173772,0.095667,0.513382,0.023202,0.000159,0.002883,0.894874,0.078522,0.271673,0.0
Quest_Break,3,kick,3.577721,-0.951514,-1.199668,-0.754618,0.011569,0.050659,0.927178,0.016462,0.009793,0.030126,0.001812,0.048409,0.0
Quest_Break,4,hat,-0.661548,1.817444,3.112068,1.175621,0.118579,0.473602,0.011841,0.001771,0.060785,0.851853,0.066414,0.25756,0.0
Quest_Break,5,hat,-0.78886,1.826029,3.180593,1.360249,0.069936,0.296036,0.012897,0.008817,0.049179,0.844195,0.074559,0.319628,0.0
Quest_Break,6,hat,0.120009,1.229653,2.319533,0.889089,0.060728,0.300766,0.195322,0.021346,0.030041,0.668408,0.077378,0.267641,0.0
Quest_Break,7,kick,3.838035,-1.10109,-1.375447,-0.946944,0.023414,0.073761,0.985668,0.001137,0.00095,0.009733,0.00049,0.016977,0.0
Quest_Break,8,hat,0.558296,0.889445,1.672695,0.643736,0.041067,0.222778,0.24204,0.060968,0.066925,0.463786,0.132474,0.160786,0.0
Quest_Break,9,kick,1.294463,0.465826,1.008125,0.313948,0.037234,0.146912,0.434364,0.019595,0.057974,0.377509,0.091986,0.148936,0.0
Quest_Break,10,hat,-0.05598,1.315421,2.399009,0.901938,0.068239,0.436035,0.140813,0.023056,0.037208,0.703093,0.076852,0.178427,0.0
Quest_Break,11,kick,3.897909,-1.140895,-1.435961,-0.985668,0.023882,0.050522,0.996068,0.002263,0.0003,7.7e-05,2.8e-05,0.005313,0.0
Quest_Break,12,hat,-0.250951,1.764077,2.178365,1.027241,0.208038,0.922592,0.007286,0.001465,0.191704,0.623005,0.029813,0.144524,0.0
Quest_Break,13,hat,-0.601996,1.868274,2.953657,1.206595,0.156999,0.658661,0.006101,0.007613,0.103367,0.821893,0.040981,0.27091,0.0
Quest_Break,14,hat,-0.932108,1.88537,3.300383,1.45514,0.064205,0.299469,0.00105,0.00021,0.034396,0.901845,0.054115,0.314379,0.0
Quest_Break,15,hat,-0.025451,1.255364,2.448748,0.942796,0.055896,0.309052,0.172819,0.023727,0.007923,0.711527,0.078189,0.238659,0.0
Quest_Break,16,kick,3.811925,-1.088897,-1.349847,-0.926995,0.021985,0.077179,0.982885,0.001017,0.000362,0.014785,0.000716,0.021673,0.0
Rainfall_Lite_Break,0,hat,0.231501,1.552994,1.558383,0.813862,0.104815,0.606003,0.00333,0.097767,0.222978,0.48299,0.003119,0.120281,0.0
Rainfall_Lite_Break,1,snare,0.453776,1.385915,0.850944,0.992426,0.031348,0.111786,0.085686,0.089475,0.337341,0.284439,0.008072,0.103409,0.0
Rainfall_Lite_Break,2,snare,-0.258881,2.022694,1.385938,1.478689,0.03729,0.159225,0.002128,0.006887,0.521413,0.37584,0.010639,0.140877,0.0
Rainfall_Lite_Break,3,snare,0.139805,2.196189,0.380926,1.496954,0.036043,0.118958,0.002299,0.00762,0.842438,0.059365,0.000916,0.10908,0.0
Rainfall_Lite_Break,4,hat,-0.657227,1.842243,2.887595,1.174757,0.196666,0.780792,0.000295,0.000242,0.101498,0.885779,0.008587,0.13221,0.0
Rainfall_Lite_Break,5,snare,0.245453,2.173767,0.758878,1.170669,0.192427,0.583618,0.000804,0.006973,0.757824,0.182669,0.004545,0.105638,0.0
Rainfall_Lite_Break,6,snare,0.149771,2.185572,0.93668,1.201058,0.13122,0.583618,0.000163,0.000959,0.724069,0.237761,0.003785,0.11465,0.0
Rainfall_Lite_Break,7,snare,-0.060053,2.107764,0.972318,1.433953,0.047557,0.205139,0.001193,0.004978,0.666343,0.241647,0.011198,0.120464,0.0
Rainfall_Lite_Break,8,snare,-0.037817,1.985573,0.952505,1.444255,0.029838,0.156235,0.002286,0.020093,0.57967,0.228736,0.010705,0.156502,0.0
Rainfall_Lite_Break,9,snare,0.116005,2.153012,0.764985,1.32219,0.070016,0.264755,0.000199,0.002179,0.730059,0.181721,0.002914,0.115675,0.0
Rainfall_Lite_Break,10,hat,-0.748293,1.815153,3.119474,1.1859,0.166163,0.841217,7.5e-05,0.000892,0.029041,0.960832,0.004801,0.152974,0.0
Rainfall_Lite_Break,11,snare,-0.142016,2.017603,1.22687,1.405458,0.046612,0.18222,0.000711,0.006186,0.542619,0.327602,0.00728,0.135837,0.0
Rainfall_Lite_Break,12,snare,0.090333,2.167216,0.537069,1.458994,0.041987,0.172501,0.00174,0.00339,0.790569,0.113922,0.001668,0.098538,0.0
Rainfall_Lite_Break,13,snare,0.21292,2.017741,0.551247,1.378138,0.038426,0.291229,0.015737,0.043134,0.724036,0.127992,0.001743,0.125504,0.0
Rainfall_Lite_Break,14,hat,-0.447759,1.910331,2.399514,1.16961,0.172647,0.818619,7.6e-05,0.001121,0.241242,0.728762,0.003623,0.127181,0.0
Rainfall_Lite_Break,15,snare,-0.073667,2.061988,0.929438,1.504287,0.029401,0.11467,0.000959,0.003501,0.612667,0.218645,0.002505,0.171904,0.0
Rainfall_Lite_Break,16,snare,0.406853,1.777664,0.807019,0.885879,0.315768,0.89238,4e-06,0.003114,0.42316,0.195094,0.002331,0.137395,0.0
Rainfall_Lite_Break,17,snare,0.345812,2.089151,0.607078,1.088256,0.348513,0.89238,0.000654,0.001241,0.716204,0.135006,0.004567,0.096565,0.0
Rainfall_Lite_Break,18,snare,0.214209,2.05017,0.930299,1.100088,0.201144,0.754944,7.2e-05,0.000148,0.617046,0.235348,0.003991,0.120355,0.0
Rainfall_Lite_Break,19,snare,0.425333,1.738269,0.422034,1.001145,0.06454,0.203339,0.000428,0.000805,0.475334,0.086201,0.00074,0.088962,0.0
Reach_Break_-_4A,0,kick,2.694375,-0.109901,-0.53211,-0.613442,0.202725,0.566193,0.008497,0.773314,0.046627,0.024149,1.7e-05,0.042126,0.0
Reach_Break_-_4A,1,kick,3.263298,-0.532819,-0.851575,-0.944984,0.218163,0.532837,0.12034,0.837634,0.009221,0.002527,6e-06,0.014985,0.0
Reach_Break_-_4A,2,kick,3.221977,-0.490632,-0.854717,-0.9123,0.137007,0.451843,0.243803,0.64256,0.011724,0.00577,1.1e-05,0.014618,0.0
Reach_Break_-_4A,3,hat,0.034217,1.679685,1.757071,0.929992,0.145584,0.806427,0.007273,0.043897,0.227444,0.531518,0.000871,0.136789,0.0
Reach_Break_-_4A,4,hat,-0.232214,1.768397,2.165647,1.04361,0.129642,0.784897,0.001297,0.014179,0.173569,0.64573,0.00096,0.165225,0.0
Reach_Break_-_4A,5,snare,0.735705,1.368129,0.516666,0.548324,0.336785,0.916611,0.000307,0.008062,0.160961,0.107299,0.001056,0.138691,0.0
Reach_Break_-_4A,6,snare,0.117669,1.739689,1.441952,0.934243,0.35423,0.916611,0.00041,0.003302,0.274376,0.404639,0.001568,0.151412,0.0
Reach_Break_-_4A,7,hat,0.313378,1.353271,1.522839,0.870627,0.064772,0.480026,0.049831,0.143621,0.17705,0.501622,0.000467,0.145413,0.0
Reach_Break_-_4A,8,hat,-0.007677,1.714346,1.824833,0.965153,0.142081,0.802338,0.007547,0.044297,0.239317,0.550316,0.000614,0.14713,0.0
Reach_Break_-_4A,9,hat,-0.229206,1.756654,2.184023,1.038232,0.122644,0.83815,0.002303,0.016498,0.162838,0.651859,0.000446,0.170363,0.0
Reach_Break_-_4A,10,hat,0.009754,1.711251,1.782422,0.957674,0.140009,0.814255,0.004521,0.041825,0.236268,0.532571,0.000585,0.151341,0.0
Reach_Break_-_4A,11,hat,-0.249595,1.767463,2.220533,1.050762,0.123677,0.800964,0.001968,0.017856,0.165082,0.662749,0.000835,0.172808,0.0
Reach_Break_-_4A,12,kick,3.082249,-0.381601,-0.764011,-0.825804,0.276669,0.73793,0.165044,0.70135,0.025728,0.007924,1e-05,0.030494,0.0
Reach_Break_-_4A,13,kick,2.847755,-0.5302,-0.841042,-0.438306,0.008609,0.037659,0.13752,0.814291,0.008304,0.006812,4.6e-05,0.017231,0.0
Reach_Break_-_4A,14,snare,0.756605,1.326257,0.458231,0.504705,0.336267,0.87793,0.000321,0.008156,0.154797,0.105266,0.001379,0.092677,0.0
Reach_Break_-_4A,15,snare,0.10836,1.72569,1.468187,0.926367,0.352514,0.87793,0.000334,0.003432,0.260264,0.415171,0.001652,0.14716,0.0
Reach_Break_-_4A,16,hat,0.324402,1.346187,1.511389,0.860496,0.065351,0.48027,0.051131,0.144272,0.177851,0.500727,0.000399,0.140121,0.0
Reach_Break_-_4A,17,hat,-0.008344,1.710758,1.807672,0.959585,0.141825,0.833923,0.004279,0.03776,0.227418,0.540322,0.000746,0.149613,0.0
Reach_Break_-_4A,18,hat,-0.232916,1.772025,2.177691,1.048921,0.118932,0.825851,0.001719,0.016238,0.174432,0.648201,0.000676,0.172127,0.0
