break,pair,guessed,kick,snare,hat,ghost_snare,rms,peak,sub_r,low_r,mid_r,high_r,air_r,zcr,tail_ratio
Adrift_Break,0,kick,3.856083,-0.902748,-1.187485,-1.221702,0.493084,0.969757,0.635572,0.356158,0.001116,0.001885,0.000996,0.018795,0.0
Adrift_Break,1,kick,3.351684,-0.426644,-0.93825,-0.839483,0.127597,0.48175,0.409675,0.502425,0.022131,0.035661,0.009699,0.072077,0.433943
Adrift_Break,2,snare,0.800479,1.29551,1.059195,0.745285,0.076368,0.414993,0.188991,0.126707,0.096459,0.41421,0.103005,0.194808,1.206594
Adrift_Break,3,hat,0.036456,1.601077,2.012302,0.889185,0.163096,0.848282,0.011835,0.097062,0.091468,0.53113,0.119411,0.209929,0.524098
Adrift_Break,4,snare,0.623509,1.36792,1.126788,0.746248,0.082035,0.326309,0.080691,0.151308,0.108673,0.364541,0.101666,0.175655,0.905902
Adrift_Break,5,snare,0.284474,1.651515,1.565756,0.986762,0.087617,0.367859,0.068003,0.134356,0.114306,0.497532,0.119872,0.223538,1.235361
Adrift_Break,6,kick,1.954005,0.413824,0.031957,-0.178744,0.300095,0.902786,0.001057,0.521586,0.060558,0.078142,0.018519,0.134154,0.0
Adrift_Break,7,hat,-0.011344,1.469921,2.29357,0.801768,0.17725,0.902786,0.005738,0.108119,0.096043,0.551434,0.124856,0.225302,0.0
Adrift_Break,8,hat,0.296971,1.423715,1.946396,0.752308,0.112081,0.59935,0.010177,0.215166,0.064778,0.487711,0.166016,0.255292,0.665636
Adrift_Break,9,hat,0.119102,1.663708,1.750844,1.014635,0.084165,0.396362,0.061061,0.090268,0.120523,0.503633,0.131615,0.213962,0.985504
Adrift_Break,10,kick,3.373865,-0.528807,-0.904544,-0.926113,0.246805,0.955231,0.241173,0.728676,0.005421,0.012826,0.003397,0.064012,0.196133
Adrift_Break,11,kick,3.219831,-0.404565,-0.826941,-0.828043,0.202927,0.90976,0.186154,0.756373,0.008833,0.030034,0.007924,0.059476,0.316975
Adrift_Break,12,hat,0.166238,1.429133,2.036018,0.745885,0.180935,0.845001,0.035161,0.099902,0.142991,0.483672,0.121223,0.219002,0.0
Adrift_Break,13,kick,1.275171,1.031678,0.631252,0.367189,0.100682,0.445206,0.074762,0.325838,0.101035,0.287573,0.063327,0.171119,0.84845
Adrift_Break,14,hat,0.816284,0.985427,1.551606,0.433797,0.09289,0.352417,0.098265,0.239245,0.096579,0.428909,0.0912,0.222026,0.0
Adrift_Break,15,hat,-0.002683,1.647865,1.973916,1.037019,0.079956,0.643631,0.069237,0.066804,0.125084,0.530526,0.146738,0.220766,0.779222
Adrift_Break,16,hat,-0.691626,1.745449,3.343298,1.093072,0.214092,0.865173,0.003993,0.004618,0.044736,0.708953,0.224115,0.343408,0.0
Adrift_Break,17,hat,-0.366781,1.92099,2.424372,1.184214,0.190903,0.8349,0.006906,0.013619,0.250099,0.659159,0.035609,0.251066,0.0
Adrift_Break,18,snare,-0.089815,2.102085,1.701373,1.272502,0.126117,0.648376,0.03013,0.03018,0.324286,0.546792,0.036473,0.218246,0.873386
Adrift_Break,19,hat,0.058941,1.602048,1.986923,0.889496,0.17075,0.86644,0.014882,0.103293,0.090454,0.528315,0.123142,0.212198,0.588905
Alzir_Break_-_4A,0,kick,3.754712,-0.805522,-1.160036,-1.146463,0.164805,0.625397,0.574958,0.402869,0.002345,0.007178,0.000586,0.020665,0.108779
Alzir_Break_-_4A,1,hat,-0.442054,2.153555,2.30069,1.407049,0.12121,0.478592,0.038985,0.030098,0.031952,0.83424,0.063962,0.199597,1.761314
Alzir_Break_-_4A,2,snare,0.254775,1.681359,1.274473,0.869068,0.186087,0.999939,0.002673,0.023815,0.260417,0.335459,0.029581,0.16255,0.137692
Alzir_Break_-_4A,3,hat,0.303586,1.347061,1.851907,0.780974,0.086468,0.93541,0.072886,0.141711,0.104516,0.569101,0.054341,0.188256,0.218488
Alzir_Break_-_4A,4,hat,-0.862182,2.121466,2.623123,1.655242,0.045798,0.342239,0.001427,0.001325,0.132743,0.735184,0.126448,0.234879,0.979821
Alzir_Break_-_4A,5,kick,2.362064,0.169752,-0.017032,-0.324867,0.163754,0.999939,0.302966,0.369503,0.102983,0.198837,0.010478,0.112903,0.144445
Alzir_Break_-_4A,6,snare,0.305403,1.562558,1.286203,0.77903,0.163504,0.999939,0.002818,0.023875,0.167993,0.32774,0.040332,0.169607,0.15047
Alzir_Break_-_4A,7,kick,2.796797,-0.151624,-0.245827,-0.582285,0.1546,0.996597,0.354176,0.442134,0.019055,0.120158,0.052681,0.15751,0.27975
Alzir_Break_-_4A,8,kick,3.590428,-0.682942,-1.01046,-1.042281,0.191514,0.999878,0.472143,0.492878,0.008305,0.014446,0.003708,0.059476,0.113803
Alzir_Break_-_4A,9,kick,2.607976,0.019821,-0.288429,-0.465717,0.181677,0.999878,0.358559,0.357512,0.118551,0.150452,0.008679,0.067036,0.132706
Alzir_Break_-_4A,10,snare,0.289673,1.576477,1.29701,0.79086,0.163031,0.999939,0.0017,0.024395,0.17134,0.334597,0.040428,0.165575,0.170487
Alzir_Break_-_4A,11,hat,0.259639,1.364232,1.901625,0.78725,0.087896,0.961548,0.06891,0.1329,0.100587,0.576465,0.059942,0.182964,0.216707
Alzir_Break_-_4A,12,hat,-0.943632,1.864629,3.070307,1.48049,0.04165,0.287979,0.002726,0.011174,0.022025,0.703967,0.253977,0.258821,0.744411
Alzir_Break_-_4A,13,kick,2.735318,-0.107235,-0.207415,-0.546786,0.160937,0.925095,0.333731,0.450011,0.024455,0.126645,0.051771,0.157258,0.283486
Alzir_Break_-_4A,14,snare,0.241278,1.73083,1.323559,0.915979,0.184096,0.999939,0.002118,0.02053,0.27012,0.318482,0.036037,0.225554,0.135426
Alzir_Break_-_4A,15,hat,-0.354157,2.0012,2.20785,1.216356,0.103158,0.983002,0.000439,0.004585,0.304171,0.620017,0.036859,0.1938,0.165614
Angles_Break,0,kick,2.309069,0.035679,0.338837,-0.416014,0.230019,0.987396,0.3456,0.304556,0.007601,0.155151,0.105957,0.211694,0.0
Angles_Break,1,hat,1.043628,0.510865,1.939386,-0.018611,0.097423,0.46434,0.299329,0.069865,0.001509,0.173166,0.440986,0.293833,0.0
Angles_Break,2,hat,-0.580882,1.412024,3.555267,0.739952,0.117438,0.54718,0.020249,0.006944,0.009926,0.393933,0.552656,0.372232,0.0
Angles_Break,3,hat,-0.686028,1.325758,3.879798,0.627703,0.109241,0.474548,0.00401,0.003159,0.002269,0.221101,0.768292,0.423998,0.0
Angles_Break,4,hat,0.086523,1.532558,1.861512,0.80706,0.259936,0.999847,0.004603,0.001972,0.06789,0.39309,0.09386,0.280242,0.0
Angles_Break,5,hat,-0.732165,1.348953,3.78462,0.718346,0.086867,0.361267,0.000161,0.001997,0.010069,0.241178,0.729893,0.39995,0.0
Angles_Break,6,hat,-0.776951,1.490223,3.74805,0.867558,0.089896,0.507629,0.000446,0.000899,0.007911,0.414256,0.572053,0.397313,0.0
Angles_Break,7,hat,-0.610053,1.51743,3.468263,0.835076,0.124355,0.626923,2.9e-05,0.001532,0.014525,0.420087,0.486673,0.399892,0.0
Angles_Break,8,hat,1.007567,0.736369,1.642366,0.171403,0.153751,0.841385,0.004457,0.404219,0.006342,0.265572,0.232959,0.304701,0.0
Angles_Break,9,hat,-0.697637,1.51259,3.668451,0.821881,0.112507,0.61499,0.000223,0.001955,0.03511,0.390017,0.567773,0.40373,0.0
Angles_Break,10,hat,-0.6419,1.469329,3.616228,0.7821,0.10376,0.577499,0.001083,0.010886,0.025974,0.369728,0.573362,0.402797,0.0
Angles_Break,11,hat,-0.736118,1.353227,3.899674,0.687543,0.094251,0.4841,0.000518,0.002585,0.002572,0.237183,0.755957,0.431956,0.0
Angles_Break,12,hat,-0.292351,1.6683,2.492762,0.95929,0.204248,0.999939,0.000535,0.001226,0.094131,0.542196,0.145234,0.273185,0.0
Angles_Break,13,hat,-0.734986,1.352275,3.786081,0.723281,0.086674,0.376221,0.000138,0.001899,0.00987,0.244413,0.727178,0.400958,0.0
Angles_Break,14,hat,-0.781043,1.488538,3.74763,0.869518,0.089163,0.536194,0.000256,0.000759,0.007864,0.413665,0.573109,0.394917,0.0
Angles_Break,15,hat,-0.626022,1.513971,3.508359,0.832379,0.116638,0.581879,0.000103,0.00162,0.013348,0.418312,0.49897,0.401966,0.0
Apollo_-_4A,0,kick,3.060994,-0.424101,-0.513436,-0.828714,0.235952,0.702835,0.322377,0.531281,0.003206,0.058,0.037645,0.076248,0.0
Apollo_-_4A,1,kick,3.938784,-0.940683,-1.143845,-1.233047,0.156067,0.380081,0.868065,0.085194,0.001526,0.017432,0.015326,0.065457,0.0
Apollo_-_4A,2,kick,2.939549,-0.450144,-0.061631,-0.825719,0.132879,0.634201,0.717436,0.0224,0.001431,0.082486,0.166605,0.132075,0.0
Apollo_-_4A,3,kick,2.732853,-0.212568,-0.298257,-0.658395,0.236398,0.940094,0.166798,0.630592,0.007906,0.089978,0.030033,0.078154,0.0
Apollo_-_4A,4,kick,3.925339,-0.907964,-1.102791,-1.198318,0.126632,0.337158,0.863011,0.089843,0.001509,0.016722,0.012989,0.107211,0.0
Apollo_-_4A,5,hat,0.122805,0.956283,2.752602,0.425972,0.083354,0.453064,0.121413,0.067961,0.003571,0.25783,0.519829,0.307874,0.0
Apollo_-_4A,6,snare,0.264847,1.687163,1.306317,0.876497,0.265877,0.988556,0.000149,0.004221,0.252356,0.285372,0.035212,0.244977,0.0
Apollo_-_4A,7,hat,-0.143013,1.804669,1.980739,1.011559,0.286722,0.988556,0.000734,0.008306,0.292166,0.460203,0.095991,0.187946,0.0
Apollo_-_4A,8,hat,-0.423155,1.877196,2.536683,1.129997,0.169514,0.759201,0.000222,0.004547,0.237796,0.605285,0.112111,0.241003,0.0
Apollo_-_4A,9,hat,-0.601872,1.488497,3.445618,0.777649,0.117898,0.434326,0.003011,0.003617,0.069956,0.352744,0.554482,0.351264,0.0
Apollo_-_4A,10,hat,-0.561459,1.546239,3.170227,0.912244,0.084188,0.434326,0.000935,0.011866,0.103632,0.363265,0.466998,0.353833,0.0
Arson_Fill_-_4A,0,kick,1.549123,0.699839,0.245733,0.046742,0.270686,0.747208,0.004361,0.391779,0.12219,0.15421,0.002742,0.071557,0.0
Arson_Fill_-_4A,1,hat,-0.201026,1.613658,2.282431,0.940348,0.263583,0.726547,0.00884,0.025781,0.063015,0.68642,0.009273,0.15943,0.0
Arson_Fill_-_4A,2,hat,-0.471995,1.995197,2.4695,1.289088,0.261194,0.813934,0.00334,0.038675,0.058399,0.840507,0.007249,0.194052,0.877667
Arson_Fill_-_4A,3,hat,-0.70885,2.061616,2.833848,1.373823,0.217587,0.754608,0.000268,0.002508,0.038559,0.92696,0.006096,0.212702,0.730353
Arson_Fill_-_4A,4,snare,0.106925,1.952926,1.24635,1.085386,0.174567,0.848755,0.003058,0.003193,0.360386,0.381124,0.008046,0.149194,0.419774
Arson_Fill_-_4A,5,kick,1.98332,0.383402,0.096763,-0.187084,0.239163,0.823547,0.023159,0.567142,0.113278,0.162292,0.003834,0.074248,0.0
Arson_Fill_-_4A,6,snare,-0.219208,2.1337,1.775402,1.322287,0.265453,0.851257,0.006582,0.04761,0.203906,0.67385,0.010215,0.144657,1.283825
Arson_Fill_-_4A,7,hat,-0.425524,1.779142,2.59258,1.099568,0.253731,0.801727,0.003781,0.03676,0.141787,0.790411,0.009001,0.154269,0.0
Arson_Fill_-_4A,8,hat,-0.495879,1.88643,2.599037,1.176485,0.232149,0.791962,0.00069,0.011011,0.191682,0.765476,0.016845,0.174984,0.0
Arson_Fill_-_4A,9,hat,-0.518618,1.823898,2.709038,1.144234,0.228203,0.727219,0.000472,0.022522,0.135872,0.816528,0.012357,0.162102,0.0
Arson_Fill_-_4A,10,snare,0.075472,1.962904,1.296162,1.0997,0.176753,0.776718,0.002828,0.002861,0.349924,0.401179,0.008289,0.148438,0.450094
Arson_Fill_-_4A,11,kick,2.66738,0.416282,-0.946173,-0.211806,0.242091,0.890671,0.352015,0.327305,0.220025,0.037333,0.009016,0.051663,1.111531
Arson_Fill_-_4A,12,snare,0.40389,2.389132,0.269671,1.302391,0.255964,0.93898,0.013371,0.023762,0.818293,0.090353,0.033037,0.115675,0.838882
Arson_Fill_-_4A,13,snare,0.167969,1.95216,1.113,1.069622,0.184414,0.912659,0.003124,0.003105,0.377204,0.342765,0.008075,0.142137,0.450349
Arson_Fill_-_4A,14,snare,-0.025844,2.12672,1.321813,1.243727,0.140092,0.607544,0.003669,0.003399,0.336906,0.460752,0.01166,0.149698,0.92111
Arson_Fill_-_4A,15,snare,0.125554,2.022019,1.131476,1.13386,0.191045,0.902878,0.0035,0.003368,0.36412,0.370124,0.008123,0.15121,0.658977
Arson_Fill_-_4A,16,snare,0.119804,2.12624,1.024254,1.212866,0.163566,0.65863,0.003704,0.00362,0.367568,0.372523,0.00848,0.15121,0.988785
Arson_Fill_-_4A,17,snare,0.124018,2.053621,1.096766,1.157534,0.202332,0.896988,0.003327,0.003551,0.365238,0.370766,0.008036,0.150202,0.759983
Arson_Fill_-_4A,18,snare,0.090776,2.127455,1.085018,1.220317,0.192478,0.771973,0.003547,0.00371,0.361946,0.38995,0.008604,0.152974,0.971818
Arson_Fill_-_4A,19,snare,0.124062,2.087709,1.057012,1.18307,0.215333,0.90358,0.003522,0.003587,0.365733,0.371041,0.008048,0.149698,0.873593
Arson_Fill_-_4A,20,snare,0.091276,2.105971,1.105747,1.203667,0.21572,0.922882,0.003379,0.00367,0.36179,0.389854,0.008446,0.150958,0.904325
Atlantis_Amen,0,kick,1.572788,0.716792,0.295063,0.095763,0.197581,0.940887,0.112675,0.287468,0.027489,0.23039,0.00373,0.110131,0.436927
Atlantis_Amen,1,kick,1.138359,1.038455,0.530575,0.350856,0.162759,0.973618,0.048689,0.207256,0.031909,0.255547,0.003245,0.130292,0.511005
Atlantis_Amen,2,snare,0.141687,1.855313,1.409302,1.059754,0.24523,0.998215,0.044305,0.005826,0.193446,0.489156,0.006175,0.188256,0.782856
Atlantis_Amen,3,hat,-0.478881,2.134895,2.392387,1.406785,0.114437,0.923904,0.038396,0.00127,0.067443,0.853669,0.005799,0.227319,1.253061
Atlantis_Amen,4,snare,-0.173674,2.023151,1.81997,1.245713,0.169053,0.99379,0.014331,0.013819,0.105266,0.644254,0.008553,0.211442,1.136107
Atlantis_Amen,5,snare,-0.198487,2.083913,1.751911,1.285293,0.154482,0.996811,0.001192,0.000645,0.097759,0.618497,0.009192,0.223538,1.241143
Atlantis_Amen,6,snare,0.609735,1.564463,1.280297,0.893162,0.192703,0.997787,0.222841,0.044584,0.03257,0.63949,0.016015,0.183972,1.654382
Atlantis_Amen,7,hat,-0.468142,1.944739,2.479654,1.223218,0.222237,0.971664,0.004528,0.002244,0.156111,0.760608,0.010417,0.1938,0.29495
Back_Break_2_-_7B,0,kick,3.717957,-0.771943,-1.09769,-1.111796,0.154983,0.778244,0.607993,0.351893,0.00578,0.017529,0.002209,0.044103,0.10117
Back_Break_2_-_7B,1,hat,-0.707593,1.96025,2.465671,1.520061,0.036182,0.245361,0.002882,0.004157,0.260816,0.526738,0.191714,0.258065,0.377415
Back_Break_2_-_7B,2,snare,0.103914,1.926652,1.337717,1.061176,0.159047,0.999939,0.000372,0.001718,0.398094,0.338911,0.028173,0.190272,0.154633
Back_Break_2_-_7B,3,kick,3.226179,-0.431383,-0.756397,-0.838678,0.211768,0.999939,0.275214,0.641847,0.008259,0.040556,0.008633,0.082661,0.198313
Back_Break_2_-_7B,4,hat,-0.764096,1.939963,2.663483,1.507978,0.039722,0.250656,0.002445,0.003484,0.213918,0.571334,0.197355,0.286038,0.339892
Back_Break_2_-_7B,5,snare,0.123073,1.918476,1.299099,1.049663,0.162043,0.999939,0.000501,0.002036,0.402483,0.328759,0.02804,0.182964,0.151602
Back_Break_2_-_7B,6,snare,-0.231923,2.007061,1.965439,1.211576,0.137854,0.999939,0.002872,0.001212,0.232172,0.568599,0.038922,0.229083,0.53584
Back_Break_2_-_7B,7,hat,-0.491955,2.084853,2.424593,1.316956,0.092649,0.860168,0.002363,0.003791,0.239412,0.550029,0.191642,0.281502,0.770826
Back_Break_2_-_7B,8,kick,3.301984,-0.499981,-0.835693,-0.900962,0.209373,0.999939,0.281989,0.650561,0.008308,0.028317,0.005453,0.056452,0.151149
Back_Break_2_-_7B,9,hat,-0.743463,1.93792,2.57816,1.5043,0.038242,0.24498,0.002527,0.003613,0.229358,0.56085,0.191605,0.259577,0.350763
Back_Break_2_-_7B,10,snare,0.115464,1.912642,1.306002,1.045155,0.159248,0.999939,0.000443,0.001752,0.398127,0.335938,0.02783,0.172379,0.156991
Back_Break_2_-_7B,11,kick,3.217849,-0.420521,-0.760726,-0.831507,0.210252,0.999939,0.258705,0.658622,0.009251,0.035966,0.008207,0.085181,0.203201
Back_Break_2_-_7B,12,hat,-0.710994,1.95637,2.518399,1.513412,0.037358,0.281876,0.00281,0.004088,0.258487,0.517607,0.203611,0.281754,0.345678
Back_Break_2_-_7B,13,kick,3.313986,-0.505403,-0.848781,-0.906145,0.210001,0.999939,0.28128,0.654211,0.008776,0.024768,0.005276,0.056956,0.151843
Back_Break_2_-_7B,14,hat,-0.769926,2.056322,2.663489,1.519004,0.06105,0.357025,5.3e-05,0.000778,0.125037,0.713127,0.13272,0.251764,0.798598
Back_Break_2_-_7B,15,kick,3.274979,-0.479311,-0.763185,-0.876926,0.20254,0.999939,0.270224,0.660123,0.010079,0.024257,0.008386,0.09627,0.095492
Back_Break_3_-_7B,0,kick,3.553985,-0.612348,-1.012964,-0.983112,0.157252,0.787567,0.57849,0.341733,0.028761,0.033129,0.002902,0.058216,0.200657
Back_Break_3_-_7B,1,hat,-0.679111,2.031881,2.364858,1.541771,0.044094,0.31868,0.002305,0.004203,0.260799,0.577784,0.142427,0.232611,0.528003
Back_Break_3_-_7B,2,snare,0.104868,1.945876,1.309514,1.071906,0.163542,0.999939,0.000257,0.001631,0.417938,0.333414,0.027293,0.183216,0.160299
Back_Break_3_-_7B,3,kick,3.16072,-0.368902,-0.720773,-0.788165,0.213764,0.999939,0.252793,0.650848,0.014342,0.044148,0.008963,0.092238,0.235491
Back_Break_3_-_7B,4,hat,-0.691462,2.045994,2.402364,1.556046,0.045408,0.296402,0.002104,0.003957,0.254965,0.599803,0.12811,0.245464,0.509089
Back_Break_3_-_7B,5,snare,0.131339,1.95296,1.244191,1.067293,0.161841,0.999939,0.000391,0.001777,0.441475,0.309554,0.030416,0.176915,0.155573
Back_Break_3_-_7B,6,snare,-0.227169,1.99925,1.952768,1.201461,0.138499,0.999939,0.0029,0.000922,0.240707,0.563816,0.039725,0.21875,0.507193
Back_Break_3_-_7B,7,hat,-0.468505,2.13086,2.329715,1.359066,0.092018,0.878555,0.002592,0.005292,0.260469,0.560394,0.157796,0.283518,0.796523
Back_Break_3_-_7B,8,kick,3.250032,-0.444146,-0.818538,-0.856795,0.21343,0.999939,0.270482,0.649709,0.014782,0.032704,0.005808,0.059476,0.205225
Back_Break_3_-_7B,9,hat,-0.702756,2.009474,2.447524,1.526475,0.04493,0.276733,0.002224,0.004125,0.239962,0.592357,0.149951,0.236643,0.502973
Back_Break_3_-_7B,10,snare,0.107548,1.926596,1.316287,1.057861,0.162091,0.999939,0.000283,0.001631,0.403531,0.337661,0.027099,0.178931,0.158642
Back_Break_3_-_7B,11,kick,3.177946,-0.380908,-0.733502,-0.798288,0.213924,0.999939,0.257265,0.649844,0.014247,0.041313,0.009079,0.091734,0.23059
Back_Break_3_-_7B,12,hat,-0.701429,2.019634,2.453116,1.534741,0.044934,0.293213,0.00218,0.003986,0.245775,0.583996,0.153383,0.251008,0.498319
Back_Break_3_-_7B,13,kick,3.275578,-0.457254,-0.837882,-0.867564,0.213122,0.999939,0.274353,0.651554,0.014944,0.02732,0.005407,0.063256,0.20165
Back_Break_3_-_7B,14,hat,-0.746399,2.06617,2.635655,1.499925,0.065388,0.431885,6.2e-05,0.000611,0.134924,0.711445,0.1297,0.2437,0.809008
Back_Break_3_-_7B,15,kick,3.249474,-0.442209,-0.769471,-0.84846,0.20491,0.999939,0.272818,0.648666,0.016572,0.028064,0.007564,0.093498,0.147602
Bad_Break_-_8A,0,kick,3.051119,-0.382454,-0.488992,-0.787669,0.425822,0.85997,0.326981,0.522926,0.010974,0.057504,0.031694,0.116179,0.0
Bad_Break_-_8A,1,hat,-0.4947,1.551638,3.281933,0.908793,0.199234,0.618118,0.023039,0.035109,0.031756,0.58347,0.32334,0.3634,0.0
Bad_Break_-_8A,2,hat,-0.547806,1.575373,3.329484,0.925877,0.17931,0.597885,0.019108,0.02528,0.034851,0.585375,0.33289,0.357863,0.0
Bad_Break_-_8A,3,hat,-0.278891,1.352746,3.040152,0.80867,0.081646,0.402405,0.087967,0.018007,0.053999,0.42969,0.4064,0.371092,0.0
Bad_Break_-_8A,4,snare,0.041937,1.752652,1.609866,0.932553,0.368745,0.95253,0.000959,0.002851,0.309571,0.363989,0.0798,0.16267,0.0
Bad_Break_-_8A,5,hat,-0.37637,1.751091,2.601248,1.051868,0.346862,0.926208,0.00304,0.011385,0.123647,0.636318,0.10161,0.263357,0.0
Bad_Break_-_8A,6,hat,-0.581259,1.777796,2.983227,1.12489,0.146573,0.614563,0.00885,0.005424,0.063938,0.793524,0.080146,0.255237,0.0
Bad_Break_-_8A,7,hat,-0.492666,1.468042,3.290936,0.803371,0.102315,0.649155,0.035129,0.006456,0.036295,0.491922,0.416152,0.320668,0.0
Bad_Break_-_8A,8,hat,-0.668878,1.395833,3.408928,0.890396,0.068468,0.354797,0.025121,0.008358,0.0292,0.403148,0.523613,0.315967,0.0
Bad_Break_-_8A,9,hat,-0.605895,1.545728,3.288029,0.847313,0.239765,0.67366,0.007512,0.000879,0.07502,0.491639,0.420484,0.263772,0.0
Bad_Break_-_8A,10,hat,-0.629444,1.507845,3.546776,0.833267,0.213625,0.67366,0.016142,0.00228,0.03055,0.449156,0.496931,0.380714,0.0
Bad_Break_-_8A,11,kick,3.156769,-0.444938,-0.656792,-0.855298,0.26175,0.627411,0.108898,0.83099,0.001453,0.006128,0.016541,0.105041,0.0
Bad_Break_-_8A,12,kick,2.508164,-0.033345,-0.391335,-0.556054,0.288805,0.688324,0.009383,0.690148,0.009246,0.018155,0.023024,0.050403,0.0
Bad_Break_-_8A,13,hat,-0.842608,1.244695,3.494247,0.948758,0.027394,0.176117,0.003621,0.034265,0.013575,0.272587,0.668406,0.281989,0.0
Bad_Break_-_8A,14,snare,-0.006155,1.776591,1.751117,0.964986,0.373959,0.995728,0.0004,0.00274,0.298524,0.366009,0.100129,0.217758,0.0
Bad_Break_-_8A,15,hat,-0.379123,1.74655,2.611171,1.047097,0.354008,0.995728,0.002984,0.011724,0.12341,0.633134,0.107546,0.262349,0.0
Bad_Break_-_8A,16,hat,-0.570101,1.784434,2.952016,1.129291,0.164287,0.685745,0.008825,0.005808,0.069729,0.793305,0.072102,0.253237,0.0
Bad_Break_-_8A,17,kick,3.379034,-0.611401,-0.872853,-0.997066,0.395969,0.844986,0.330856,0.599886,0.002107,0.012651,0.010594,0.028226,0.0
Bad_Break_-_8A,18,hat,-0.080398,1.172667,2.684015,0.725721,0.064613,0.387787,0.13468,0.013244,0.062834,0.367919,0.402455,0.291281,0.0
Beep_Break,0,kick,1.528389,0.900669,0.213219,0.215326,0.141864,0.88945,0.013918,0.427988,0.203145,0.187515,0.012047,0.096774,0.4423
Beep_Break,1,kick,2.037314,0.967105,-0.783954,0.382927,0.074851,0.43895,0.125427,0.478896,0.148944,0.127201,0.004008,0.099042,2.092213
Beep_Break,2,kick,2.27088,0.505038,-0.554451,-0.132502,0.11975,0.925522,0.048996,0.575176,0.12536,0.052124,0.004802,0.081905,0.819446
Beep_Break,3,snare,0.531322,1.8617,0.385023,1.240616,0.048685,0.453491,0.066813,0.119079,0.385102,0.208159,0.069178,0.157006,1.480163
Beep_Break,4,snare,0.531674,1.938113,0.619295,1.005277,0.120638,0.961075,0.011219,0.113336,0.609238,0.216385,0.010863,0.103831,0.411248
Beep_Break,5,snare,0.45049,2.248904,-0.004064,1.519408,0.046205,0.311035,0.063073,0.081689,0.63589,0.179406,0.003524,0.09627,1.640091
Beep_Break,6,snare,0.907684,2.115647,-0.158765,1.164844,0.095117,0.82431,0.168498,0.043237,0.408157,0.195147,0.074348,0.131804,2.655387
Beep_Break,7,snare,0.549731,1.9094,0.633985,0.983597,0.112646,0.939728,0.010991,0.117619,0.612146,0.210208,0.009358,0.111895,0.318279
Beep_Break,8,kick,2.758553,-0.010138,-0.815599,-0.440034,0.082245,0.440643,0.053316,0.772652,0.044185,0.018747,0.003569,0.053427,0.648914
Beep_Break,9,snare,0.930684,1.486623,0.575463,0.681063,0.100428,0.766861,0.02315,0.251926,0.403354,0.241157,0.020943,0.126764,0.493725
Beep_Break,10,kick,2.7152,0.048799,-0.919512,-0.313367,0.066944,0.386597,0.070638,0.759185,0.05728,0.017691,0.001029,0.048135,0.856735
Beep_Break,11,snare,0.594861,1.832345,0.670879,0.931272,0.115496,0.922119,0.011129,0.140687,0.577723,0.222046,0.011744,0.117188,0.291985
Beep_Break,12,snare,0.610805,2.132541,0.071435,1.260513,0.07782,0.57663,0.086251,0.036662,0.547759,0.169295,0.016763,0.119456,1.543693
Beep_Break,13,snare,0.54749,1.884338,0.689685,0.971008,0.112079,0.974731,0.015285,0.116984,0.597469,0.219663,0.011167,0.123488,0.277622
Beep_Break,14,kick,2.795891,-0.060112,-0.750934,-0.540187,0.093547,0.495163,0.144922,0.635149,0.051467,0.021607,0.001352,0.047379,0.40319
Beep_Break,15,snare,0.492436,1.925953,0.710033,0.992182,0.351925,0.997482,0.075847,0.002463,0.673641,0.198181,0.006724,0.113415,0.0
Beep_Break,16,snare,0.100134,2.128358,1.132539,1.182393,0.173603,0.997482,0.015472,0.000463,0.630282,0.30108,0.027117,0.122984,0.167323
Beep_Break,17,kick,2.631028,-0.057912,-0.50818,-0.527973,0.092456,0.341263,0.059822,0.697958,0.07179,0.027434,0.001417,0.05746,0.0
Beep_Break,18,snare,0.158119,2.270689,0.831579,1.265516,0.131323,0.967041,0.004491,0.003633,0.716599,0.241142,0.010318,0.112399,0.36155
Beta_Break,0,hat,-0.997254,1.696077,3.588457,1.32575,0.04646,0.370728,0.000106,0.000718,0.028904,0.593858,0.375194,0.405494,0.055254
Beta_Break,1,hat,-1.12505,1.687773,3.679932,1.43816,0.023479,0.182587,1.9e-05,0.000119,0.009459,0.549548,0.440762,0.436492,0.17196
Beta_Break,2,hat,-0.490859,1.966971,2.601686,1.2184,0.204019,0.970184,2.6e-05,2.4e-05,0.262347,0.65154,0.08291,0.260531,0.0
Beta_Break,3,hat,-0.730266,1.774898,3.362132,1.105856,0.106504,0.629105,3e-06,6e-06,0.057318,0.688067,0.254216,0.335433,0.073606
Beta_Break,4,hat,-0.981406,1.664757,3.648916,1.266081,0.05115,0.396088,4.1e-05,0.000809,0.020781,0.554464,0.423287,0.419103,0.070267
Beta_Break,5,hat,-1.12476,1.687588,3.677968,1.437658,0.023567,0.174576,1.1e-05,7.6e-05,0.00934,0.551149,0.439326,0.434728,0.171245
Beta_Break,6,hat,-0.484062,1.975571,2.58286,1.224262,0.20199,0.894653,2.3e-05,2.2e-05,0.269081,0.648008,0.079615,0.263124,0.0
Beta_Break,7,hat,-0.732229,1.779073,3.359847,1.111205,0.10063,0.681824,3e-06,5e-06,0.056348,0.695303,0.247901,0.334173,0.074618
Beta_Break,8,hat,-1.111007,1.672281,3.679299,1.400885,0.024147,0.194916,2e-05,4.3e-05,0.009322,0.481875,0.508667,0.443296,0.296508
